"otda","otonomi daerah","",""
"otre","ok","",""
"otw","on the way","",""
"pa","apa","",""
"paa","pas","",""
"ospek","orientasi studi dan pengenalan kampus","",""
"pacal","pacar","",""
"pahe","paket hemat","",""
"pake","pakai","",""
"pakek","pakai","",""
"pala","kepala","",""
"panja","panitia kerja","",""
"pansus","panitia khusus","",""
"pantao","pantai","",""
"pantas","pantas","",""
"pantura","pantai utara","",""
"parpol","partai politik","",""
"ogah","tidak mau","",""
"ok","oke","",""
"okay","oke","",""
"ol","online","",""
"olahragax","olahraganya","",""
"olga","olahraga","",""
"omdo","omong doang","",""
"ongkir","ongkos kirim","",""
"oon","bodoh","",""
"oot","out of topic","",""
"opahraga","olahraga","",""
"opsi","pilihan","",""
"oranya","orangnya","",""
"org","orang","",""
"org2","orang orang","",""
"orkes","olahraga dan kesehatan","",""
"pemred","pemimpin redaksi","",""
"pemadangan","pemandangan","",""
"pengembangan","pengembangan","",""
"pengen","ingin","",""
"pengin","ingin","",""
"penginapanny","penginapannya","",""
"penginapanya","penginapannya","",""
"pengunjungnya","pengunjungnya","",""
"penjas","pendidikan jasmani","",""
"penmas","pendidikan masyarakat","",""
"penataan","penataan","",""
"penung","penub","",""
"peralatanny","peralatannya","",""
"perda","peraturan daerah","",""
"perek","wanita tuna susila","",""
"perhatiin","perhatikan","",""
"perjalanan","perjalanan","",""
"perma","pernah","",""
"pertamax","pertama","",""
"pesenan","pesanan","",""
"pas2an","pas pasan","",""
"pasutri","pasangan suami istri","",""
"patai","pantai","",""
"patas","cepat dan terbatas","",""
"pacaran","pacaran","",""
"pd","pada","",""
"pdhl","padahal","",""
"pede","percaya diri","",""
"pelatda","pemusatan latihan daerah","",""
"pelatnas","pemusatan latihan nasional","",""
"pembokat","pembantu","",""
"pemda","pemerintah daerah","",""
"pemilu","pemilihan umum","",""
"pemkab","pemerintah kabupaten","",""
"pemkot","pemerintah kota","",""
"pemprov","pemerintah provinsi","",""
"pnumpang","penumpang","",""
"pny","punya","",""
"pokoe","pokoknya","",""
"pokoke","pokoknya","",""
"pokokna","pokoknya","",""
"pokokx","pokoknya","",""
"polantas","polisi lalu lintas","",""
"polwan","polisi wanita","",""
"ponpes","pondok pesantren","",""
"ponsel","telepon seluler","",""
"pp","pulang pergi","",""
"ppa","apa","",""
"praga","peraga","",""
"prahu","perahu","",""
"prewed","prewedding","",""
"prg","pergi","",""
"priksa","periksa","",""
"private","privat","",""
"prmalam","permalam","",""
"prnh","pernah","",""
"pro","profesional","",""
"pesenin","pesankan","",""
"megang","pegang","",""
"pgi","pergi","",""
"pi","tapi","",""
"pijetin","pijitkan","",""
"pilkada","pemilihan kepala daerah","",""
"pimpro","pemimpin proyek","",""
"pisan","sangat","",""
"pisgor","pisang goreng","",""
"pk","penjahat kelamin","",""
"pke","pakai","",""
"pkl","pedagang kaki lima","",""
"plg","paling","",""
"pm","private message","",""
"pmandanganya","pemandangannya","",""
"pmrnth","pemerintah","",""
"pgn","ingin","",""
"pnginapan","penginapan","",""
"pntai","pantai","",""
"pnti","pantai","",""
"ranmor","kendaraan bermotor","",""
"rapih","rapi","",""
"rasanya","rasanya","",""
"raskin","rakyat miskin","",""
"rb","ribu","",""
"re","reply","",""
"rebu","ribu","",""
"recomended","recommended","",""
"ref","referensi","",""
"refresing","refreshing","",""
"reg","register","",""
"rehab","rehabilitasi","",""
"rejeki","rezeki","",""
"remonded","recommended","",""
"rempong","sulit","",""
"renov","renovasi","",""
"renstra","rencana strategis","",""
"repp","balas","",""
"reskrim","reserse kriminal","",""
"psen","pesan","",""
"psirnya","pastinya","",""
"psn","pesan","",""
"pst","pasti","",""
"psti","pasti","",""
"pswt","pesawat","",""
"puanaasse","panas","",""
"pualu","pulau","",""
"puanas","panas","",""
"pulai","pulau","",""
"pw","posisi nyaman","",""
"qmo","kamu","",""
"qmu","kamu","",""
"qt","kita","",""
"red","redaksi","",""
"reduh","teduh","",""
"rakor","rapat koordinasi","",""
"rama","ramah","",""
"rame","ramai","",""
"sampeyan","anda","",""
"samsek","sama sekali","",""
"sangatla","sangatlah","",""
"sanhat","sangat","",""
"santidan","santai dan","",""
"santay","santai","",""
"sapa","siapa","",""
"sapose","siapa","",""
"sasangat","sangat","",""
"satkorlak","satuan koordinator pelaksana","",""
"satpam","satuan pengamanan","",""
"say","sayang","",""
"sbb","sebagai berikut","",""
"sbg","sebagai","",""
"sbh","sebuah","",""
"sblm","sebelum","",""
"sbnny","sebenarnya","",""
"scara","secara","",""
"scr","secara","",""
"restik","reserse narkotika","",""
"rhs","rahasia","",""
"mbt","rambut","",""
"rmh","rumah","",""
"rofl","rolling on the floor laughing","",""
"ru","baru","",""
"rudak","rusak","",""
"rudal","peluru kendali","",""
"ruko","rumah toko","",""
"rusun","rumah susun","",""
"rusunawa","rumah susun sewa","",""
"rutan","rumah tahanan","",""
"ruz","terus","",""
"s3kali","sekali","",""
"s4","sempat","",""
"saia","saya","",""
"saiank","sayang","",""
"salting","salah tingkah","",""
"saltum","salah kostum","",""
"sampe","sampai","",""
"sempet","sempat","",""
"sempet2nya","sempat sempatnya","",""
"semuax","semuanya","",""
"sendratari","seni drama tari","",""
"serame","seramai","",""
"sertijab","serah terima jabatan","",""
"seruh","seru","",""
"seruu","seru","",""
"setres","stres","",""
"sgt","sangat","",""
"sgtunya","sejujurnya","",""
"shg","sehingga","",""
"sholat","salat","",""
"sidak","inspeksi mendadak","",""
"siech","sih","",""
"siey","sih","",""
"sip","sip","",""
"sikon","situasi dan kondisi","",""
"silakan","silahkan","",""
"simpedes","simpanan pedesaan","",""
"sdg","sedang","",""
"sdgkn","sedangkan","",""
"sdh","sudah","",""
"sdkt","sedikit","",""
"sdm","sumber daya manusia","",""
"sdngkn","sedangkan","",""
"se7","setuju","",""
"seabrek","banyak","",""
"sebelas dua belas","mirip","",""
"sebelum","sebelum","",""
"sehing","sehingga","",""
"sekang","sekarang","",""
"sekjen","sekretaris jenderal","",""
"selesi","selesai","",""
"selpie","selfie","",""
"sembako","sembilan bahan pokok","",""
"sembaranganan","sembarangan","",""
"sembaring","sembari","",""
"sempak","celana dalam","",""
"slma","selama","",""
"slmt","selamat","",""
"slsai","selesai","",""
"slt","sulit","",""
"sm","sama","",""
"smnep","sumenep","",""
"smpah","sampah","",""
"smpai","sampai","",""
"smpe","sampai","",""
"smpek","sampai","",""
"smpt","sempat","",""
"smua","semua","",""
"smuanya","semuanya","",""
"smw","semua","",""
"smw2ny","semuanya","",""
"sndiri","sendiri","",""
"sndrn","sendiri","",""
"sndrilah","sendirilah","",""
"sng","senang","",""
"sngat","sangat","",""
"sngt","sangat","",""
"sinetron","sinema elektronik","",""
"sip","ok","",""
"siramin","siramkan","",""
"sis","kakak perempuan","",""
"sj","saja","",""
"skali","sekali","",""
"skalian","sekalian","",""
"skarang","sekarang","",""
"skitar","sekitar","",""
"skl","sekali","",""
"sklh","sekolah","",""
"skrg","sekarang","",""
"skrng","sekarang","",""
"skt","sakit","",""
"sktr","sekitar","",""
"skul","sekolah","",""
"slalu","selalu","",""
"slesai","selesai","",""
"slh","salah","",""
"sll","selalu","",""
"slm","salam","",""
"sprti","seperti","",""
"spt","seperti","",""
"spy","supaya","",""
"srtfkt","sertifikat","",""
"standard","standar","",""
"standart","standar","",""
"setelah","setelah","",""
"stiap","setiap","",""
"stlah","setelah","",""
"stlh","setelah","",""
"stngh","setengah","",""
"stress","stres","",""
"suana","suasana","",""
"suasa","suasana","",""
"suasanya","suasananya","",""
"subbag","subbagian","",""
"sudh","sudah","",""
"suneep","sumenep","",""
"suguh","sungguh","",""
"suk","masuk","",""
"sukak","suka","",""
"snokling","snorkeling","",""
"snorkelling","snorkeling","",""
"snorkeling","snorkeling","",""
"soale","soalnya","",""
"soda","roda","",""
"solat","salat","",""
"soljum","sholat jumat","",""
"somse","sombong sekali","",""
"songenep","sumenep","",""
"songong","sombong","",""
"sorry","maaf","",""
"sory","maaf","",""
"sosbud","sosial budaya","",""
"sosek","sosial ekonomi","",""
"sospol","sosial politik","",""
"sotoy","sok tahu","",""
"sowry","maaf","",""
"spa","siapa","",""
"spd","sepeda","",""
"sperti","seperti","",""
"sppa","siapa","",""
"tar","nanti","",""
"tau","tahu","",""
"taun","tahun","",""
"taw","tahu","",""
"tawh","tahu","",""
"tb","taman bunga","",""
"td","tadi","",""
"tdak","tidak","",""
"tdi","tadi","",""
"tdk","tidak","",""
"te2p","tetap","",""
"teh","kakak perempuan","",""
"tekor","rugi","",""
"telat","terlambat","",""
"telkom","telekomunikasi","",""
"telmi","telat berpikir","",""
"telor","telur","",""
"telp","telepon","",""
"temen","teman","",""
"temen2","teman teman","",""
"temoat","tempat","",""
"sukss","suka","",""
"sumbangin","sumbangkan","",""
"sumpahh","sumpah","",""
"sumpek","sempit","",""
"sumenep","sumenep","",""
"sunenep","sumenep","",""
"sy","saya","",""
"syang","sayang","",""
"syg","sayang","",""
"syp","siapa","",""
"syuka","suka","",""
"syukaaaa","suka","",""
"t4","tempat","",""
"tabanas","tabungan pembangunan nasional","",""
"tai","tahi","",""
"tajir","kaya","",""
"tak","tidak","",""
"tama","tamah","",""
"tanamannya","tanamannya","",""
"tanan","taman","",""
"tang","yang","",""
"tggu","tunggu","",""
"tgl","tanggal","",""
"tgu","tunggu","",""
"th","tahun","",""
"thanks","terima kasih","",""
"thankz","terima kasih","",""
"thd","terhadap","",""
"thn","tahun","",""
"thx","terima kasih","",""
"tidk","tidak","",""
"tilang","bukti pelanggaran","",""
"tipi","TV","",""
"tipiwan","TvOne","",""
"tkg","tukang","",""
"tks","terima kasih","",""
"tlg","tolong","",""
"tll","terlalu","",""
"tlong","tolong","",""
"tlp","telepon","",""
"tempatnya","tempatnya","",""
"tempatny","tempatnya","",""
"tengil","menyebalkan","",""
"tengok","menjenguk","",""
"tepar","terkapar","",""
"terawan","terawat","",""
"terbitin","terbitkan","",""
"terfaforit","terfavorit","",""
"tergntung","tergantung","",""
"terjaga","terjaga","",""
"tersedia","tersedia","",""
"terus","terus","",""
"tervaforit","terfavorit","",""
"tetep","tetap","",""
"trategis","strategis","",""
"trdhulu","terdahulu","",""
"trgntg","tergantung","",""
"trima","terima kasih","",""
"trims","terima kasih","",""
"trlah","terlalu","",""
"tmm","terima","",""
"tmmpat","tempat","",""
"tmyt","ternyata","",""
"trotowar","trotoar","",""
"trs","terus","",""
"trus","terus","",""
"trutama","terutama","",""
"trvling","travelling","",""
"trz","terus","",""
"ts","penulis","",""
"tsb","tersebut","",""
"tst","tahu sama tahu","",""
"ttd","tertanda","",""
"tlpn","telepon","",""
"tls","tulis","",""
"tman","teman","",""
"tmbah","tambah","",""
"tmbh","tambah","",""
"tmen2","teman teman","",""
"tmn2","teman teman","",""
"tmpah","tumpah","",""
"tmpat","tempat","",""
"tmpatnya","tempatnya","",""
"tmph","tumpah","",""
"tmpt","tempat","",""
"tmptnya","tempatnya","",""
"tnda","tanda","",""
"tngu","tunggu","",""
"tnh","tanah","",""
"tnyata","ternyata","",""
"togel","toto gelap","",""
"tokai","tai","",""
"toserba","toko serba ada","",""
"tp","tapi","",""
"tpi","tapi","",""
"tq","terima kasih","",""
"trakhir","terakhir","",""
"untk","untuk","",""
"untum","untuk","",""
"unyu","lucu","",""
"uplot","unggah","",""
"uppu","apa","",""
"urang","saya","",""
"usah","perlu","",""
"utang","hutang","",""
"utk","untuk","",""
"utul","ujian tertulis","",""
"vaik","baik","",""
"valas","valuta asing","",""
"vanget","banget","",""
"versih","bersih","",""
"vol","volume","",""
"vuat","buat","",""
"w/","dengan","",""
"ttg","tentang","",""
"ttp","tetap","",""
"tuch","tuh","",""
"tuh","itu","",""
"tuir","tua","",""
"tuju","tujuh","",""
"tuk","untuk","",""
"tuwh","tuh","",""
"tw","tahu","",""
"twmoat","tempat","",""
"tyap","tiap","",""
"u","kamu","",""
"u/","untuk","",""
"uangx","uangnya","",""
"ud","sudah","",""
"uda","sudah","",""
"udah","sudah","",""
"udh","sudah","",""
"ujg","ujung","",""
"ujung2nya","ujung ujungnya","",""
"ul","ulangan","",""
"ultah","ulang tahun","",""
"unk","unik","",""
"unt","untuk","",""
"yg","yang","",""
"yagak","seperti","",""
"yaman","nyaman","",""
"yap","iya","",""
"yapz","iya","",""
"yaudah","ya sudah","",""
"yauwda","ya sudah","",""
"yawdah","ya sudah","",""
"ybs","yang bersangkutan","",""
"yejangkau","terjangkau","",""
"yfasilitas","fasilitas","",""
"yg","yang","",""
"y1","yaitu","",""
"yl","yang lain","",""
"ympt","tempat","",""
"yng","yang","",""
"yo","iya","",""
"yoha","iya","",""
"wad","buat","",""
"wadir","wakil direktur","",""
"wagub","wakil gubernur","",""
"wamil","wajib militer","",""
"waria","wanita pria","",""
"warkop","warung kopi","",""
"warnet","warung internet","",""
"warteg","warung tegal","",""
"wartel","warung telekomunikasi","",""
"wat","buat","",""
"wk","tertawa","",""
"wkt","waktu","",""
"wkwk","tertawa","",""
"wlo","walau","",""
"wow","terkejut","",""
"wtf","what the fuck","",""
"wth","what the hell","",""
"xamann","nyaman","",""
"xixixi","tertawa","",""
"xoxok","cocok","",""
"y","kenapa","",""
"ya","iya","",""
"yaa","iya","",""
"yad","yang akan datang","",""
"yowes","ya sudah","",""
